cell_line	depmap_model_id	target_gene	n_cells_target	n_cells_control	n_sgrnas_observed	truth_source_cell_count	gene_universe_size	source_kind	dataset_role	control_target_prefix	single_perturbation_filter_status	single_perturbation_evidence_source	real_shift_L2	real_shift_mean_abs	real_shift_top20_mean	real_shift_top50_mean	real_shift_top100_mean	real_shift_top50_concentration	real_Edistance	real_DEG_burden	depmap_gene_effect	depmap_gene_dependency	depmap_effect_found	depmap_dependency_found	depmap_join_status	shift_value	depmap_value_raw	depmap_strength	shift_quantile	depmap_quantile	shift_band	depmap_band	joint_grid	grid_role	is_q1_anchor	is_q2_transcriptomic_excess	is_q3_dependency_excess	is_q4_low_information	category_label
HCC1143	ACH-000374	PRDX2	186	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.4223981708602773	0.0055213995831513	0.1622212914400048	0.1263128260871225	0.1048458978319567	0.0312518209197535	0.1867747801282995	1	-0.252200600989717	0.1660158727868937	True	True	both	0.0055213995831513	0.1660158727868937	0.1660158727868937	0.5208333333333334	0.75	middle	high	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	PRPF6	23	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	6.723676671381678	0.0154111896961658	0.3700960036228474	0.3162707465826982	0.2734390827387445	0.0280349580576676	1.3888179558882818	53	-1.862027728723321	1.0	True	True	both	0.0154111896961658	1.0	1.0	0.9791666666666666	0.96875	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	RORC	230	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.921562432852684	0.0045634026869297	0.1134821055779042	0.0928923691808148	0.0788857950508408	0.0278079067788911	0.0900798621157079	0	-0.0824404967576715	0.0451125018855452	True	True	both	0.0045634026869297	0.0451125018855452	0.0451125018855452	0.2291666666666666	0.5	low	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	RPS3	72	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.49877472663025	0.007860948328555	0.2236248683791814	0.168831286242984	0.1410125990089198	0.0293396575646691	0.3122553820168789	2	-1.8308395717061807	1.0	True	True	both	0.007860948328555	1.0	1.0	0.7708333333333334	0.96875	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	RUVBL2	51	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	5.345672749772987	0.0119327730703482	0.2984163603314346	0.2582937055568975	0.2264243925045004	0.0295698753915554	1.0355165695804445	23	-3.079405316707214	1.0	True	True	both	0.0119327730703482	1.0	1.0	0.9375	0.96875	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	SMAD1	299	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.9146500705205347	0.0045476060135123	0.0990409886603979	0.0831830877251082	0.0729409950915146	0.0249878711713898	0.0967119214128295	0	-0.0350665523770763	0.0296077539081418	True	True	both	0.0045476060135123	0.0296077539081418	0.0296077539081418	0.2083333333333333	0.4375	low	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	SS18L2	26	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	11.5977256376572	0.0243279181183303	0.6977151119201654	0.5932496586215098	0.5114334740029965	0.0333126824300744	4.690976596338615	472	-3.306704834241443	1.0	True	True	both	0.0243279181183303	1.0	1.0	1.0	0.96875	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	STAT3	305	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.0256258230145	0.0045791788860737	0.1496100459521547	0.1127118313796179	0.0920104049810755	0.0336247411642358	0.1083618517264746	0	0.1832408329754175	0.0037329167002494	True	True	both	0.0045791788860737	0.0037329167002494	0.0037329167002494	0.25	0.0416666666666666	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information
HCC1143	ACH-000374	TAB3	222	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.656227587222326	0.0060275444241772	0.1441948847255038	0.1241804565092646	0.1070582133531146	0.0281442633114059	0.2559222883587218	0	0.0976441247104035	0.0084525379475361	True	True	both	0.0060275444241772	0.0084525379475361	0.0084525379475361	0.625	0.125	middle	low	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	TADA3	133	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	5.1135832829938925	0.0103750807743799	0.3561943203740359	0.2862839964487921	0.2417076083553898	0.0376949036690522	0.9134916210408156	28	-0.3196085427253	0.2498577956515995	True	True	both	0.0103750807743799	0.2498577956515995	0.2498577956515995	0.8541666666666666	0.7708333333333334	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	THAP8	335	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.4487280363408086	0.0050716034302432	0.203478245365339	0.1614005195151411	0.1293091272579664	0.0434747100814318	0.2009987014349121	4	0.0324986749282021	0.0157775614105068	True	True	both	0.0050716034302432	0.0157775614105068	0.0157775614105068	0.4166666666666667	0.2916666666666667	middle	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	THRA	188	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.3724404917219064	0.0053431820384494	0.1597963187190939	0.1251220880109191	0.105011245365181	0.031989766182778	0.160967980882166	2	-0.0854627248517602	0.0463338341696651	True	True	both	0.0053431820384494	0.0463338341696651	0.0463338341696651	0.4583333333333333	0.5208333333333334	middle	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	TMF1	145	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.502337580432542	0.0058951763799742	0.1427124538360147	0.1199486007606292	0.1023099716615471	0.0277955604863939	0.2074845209660623	1	-0.2262288778701592	0.1394316818255967	True	True	both	0.0058951763799742	0.1394316818255967	0.1394316818255967	0.5625	0.6458333333333334	middle	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	TMSB4X	266	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.8624986123191989	0.0039703565382887	0.1353937214178092	0.0906404043980636	0.0702689667115929	0.0311866969001848	0.0683548104911579	1	0.091112482425534	0.0090048231316929	True	True	both	0.0039703565382887	0.0090048231316929	0.0090048231316929	0.0416666666666666	0.1666666666666666	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information
HCC1143	ACH-000374	UBP1	267	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.9683247358074805	0.0046551429363536	0.1032742547015614	0.0873382637008149	0.0763105857753129	0.0256299988328479	0.11530028942785	0	0.0714133084074786	0.0108785135935251	True	True	both	0.0046551429363536	0.0108785135935251	0.0108785135935251	0.2916666666666667	0.2291666666666666	middle	low	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	VEZF1	255	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.8398473940734115	0.0060274132373266	0.204011011578	0.1663444351154619	0.1391198841753344	0.0377011295494221	0.2371054131645706	2	-0.0273314385525012	0.0275909199432945	True	True	both	0.0060274132373266	0.0275909199432945	0.0275909199432945	0.6041666666666666	0.4166666666666667	middle	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	XBP1	314	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.055446583049452	0.0045885756847594	0.1405954723102743	0.1133508613668011	0.0942623941148673	0.0337461302507138	0.1124961889841955	1	0.097035867478511	0.0085039693399301	True	True	both	0.0045885756847594	0.0085039693399301	0.0085039693399301	0.2708333333333333	0.1458333333333333	middle	low	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	YBX1	177	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	3.8245990837962864	0.0077493948528648	0.2747349702501908	0.2045421658170788	0.1668213502598506	0.0360572095126519	0.5152004796380538	3	-1.377081609330736	0.9913468022551738	True	True	both	0.0077493948528648	0.9913468022551738	0.9913468022551738	0.75	0.9166666666666666	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	ZBTB17	75	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	4.928221899857864	0.010587215682323	0.331468708688747	0.267377969903978	0.2236981831707293	0.0345001445001319	0.7729151982489384	22	-0.636991913780868	0.7578619386258375	True	True	both	0.010587215682323	0.7578619386258375	0.7578619386258375	0.9166666666666666	0.8333333333333334	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	ZBTB20	315	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.889601177535932	0.0043814448697306	0.1077172651828048	0.0933920281454992	0.0808197685766823	0.0291185341526321	0.1147564493371859	0	0.1050163545153338	0.0078803596044426	True	True	both	0.0043814448697306	0.0078803596044426	0.0078803596044426	0.125	0.0833333333333333	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information
HCC1143	ACH-000374	ZBTB5	212	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.288843476575004	0.0053368219337521	0.1208816370446684	0.1003946202476223	0.0881711576463742	0.0256983229089007	0.1865780187702945	0	-0.1471075087045335	0.0773557703888747	True	True	both	0.0053368219337521	0.0773557703888747	0.0773557703888747	0.4375	0.5416666666666666	middle	middle	middle	middle_band	False	False	False	False	Middle
HCC1143	ACH-000374	ZNF131	43	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	4.608186179220708	0.0105522037854389	0.2597907369298721	0.2188515031520965	0.1880083787940291	0.0283324034335955	0.5367398728001795	10	-1.08124407956173	0.9463812533969612	True	True	both	0.0105522037854389	0.9463812533969612	0.9463812533969612	0.8958333333333334	0.8541666666666666	high	high	Q1_anchor	canonical_bridge_anchor	True	False	False	False	Anchor
HCC1143	ACH-000374	ZNF24	462	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	1.8788468529612183	0.0043616307953344	0.0982876407852587	0.0850611388327131	0.0738620875172668	0.0266415412373212	0.1192620324561808	0	0.0882223029314296	0.0092505619875028	True	True	both	0.0043616307953344	0.0092505619875028	0.0092505619875028	0.1041666666666666	0.1875	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information
HCC1143	ACH-000374	ZNF566	372	1325	3	11636	36601	mtx_protospacer	primary	intergenic_chr_	verified_via_num_features_eq_1	num_features	2.020865157655443	0.0044548810181222	0.1472940403296591	0.1159120095450754	0.0953521956532538	0.0355442519775766	0.1436895844683867	0	0.1001260553605671	0.0082561267211935	True	True	both	0.0044548810181222	0.0082561267211935	0.0082561267211935	0.1666666666666666	0.1041666666666666	low	low	Q4_low_information	low_information_background	False	False	False	True	Low-information
